sku,name,currentCategoryName,suggestedCategoryName,suggestedSubcategoryName,suggestedTags,suggestedContext
"1307","CHASIS IPHONE 11 BLANCO","Chasis","Chasis","","chasis|iphone|11",""
"3078","CAMARA FRONTAL IP 5S","Camaras","Camaras","","camaras","Es camara completa del equipo, no visor/lente externo de camara."
"1309","VISOR DE CAMARA MOTO E13","Visor de Camara","Visor de Camara","","visor de camara|moto|e13|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1310","GLASS MOTO X STYLE","Glass","Glass","","glass|moto","Es glass/tactil/OCA, no modulo completo de pantalla."
"3041","TAPA SAMSUNG S22 ULTRA  BLANCO","Tapas","Tapas","","tapas|samsung|s22 ultra",""
"3580","CARGADORES PLC PLC007 22.5W","Accesorios","Accesorios","","accesorios|22",""
"1319","PORTA SIM IPHONE 13 PRO MAX AZUL","Porta Sim","Porta Sim","","porta sim|iphone|13 pro max",""
"3775","TAPA DE IPHONE 15 CON MAGSAFE  AZUL OSCURO","Tapas","Tapas","","tapas|iphone|15",""
"1330","PLACA DE CARGA XIAOMI NOTE 13 4G TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|turbo|note 13 4g",""
"1331","CHASIS IPHONE 14 LILA","Chasis","Chasis","","chasis|iphone|14",""
"3517","PLACA DE CARGA XIAOMI MI 8 LITE (AAA)","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|aaa|8 lite",""
"1337","PORTA SIM IPHONE 13 PRO MAX GRAFITO","Porta Sim","Porta Sim","","porta sim|iphone|13 pro max",""
"1341","PLACA DE CARGA MOTO E6I/E6S MECHANIC","Placa de Carga","Placa de Carga","","placa de carga|moto|mechanic",""
"1343","MODULO LCD TCL 40 SE S/M","Modulos","Modulos","","modulos|tcl|40",""
"3116","TAG ON JCID BATERIA IPHONE 14 / 14 PLUS","Tag on","Baterias","","baterias|iphone|jcid|14|14 plus",""
"3542","PLACA DE CARGA TCL 405","Placa de Carga","Placa de Carga","","placa de carga|tcl|405",""
"1348","GLASS + OCA MOTOROLA G7 PLAY","Glass","Glass","","glass|motorola|moto|g7 play","Es glass/tactil/OCA, no modulo completo de pantalla."
"1349","MODULO VZO SAMSUNG A34 5G C/M ","Modulos","Modulos","","modulos|samsung|a34 5g",""
"1350","REMOVEDOR DE PEGAMENTO DE RESINA CUCHILLA Y CEPILLO YCS ","Herramientas e insumos","Herramientas e insumos","PEGAMENTO","herramientas e insumos",""
"1352","MODULO OLED MOTO E13 S/M","Modulos","Modulos","","modulos|moto|oled|e13",""
"3718","MODULO SUNLONG MOTOROLA E13 C/M ","Modulos","Modulos","","modulos|motorola|moto|sunlong|e13",""
"1355","CABLE TIPO-C A LIGHTNING 30W CB4013C&I - VIDVIE ","Accesorios","Accesorios","","accesorios",""
"1356","PLACA DE CARGA VEZR SAMSUNG A31 TURBO","Placa de Carga","Placa de Carga","","placa de carga|samsung|vezr|turbo|a31",""
"3607","TAPAS IPHONE 12 AZUL","Tapas","Tapas","","tapas|iphone|12",""
"1368","KIT DE BLINDAJES IPHONE 13 MINI","Blindajes","","","iphone|13",""
"3745","FLEX HUELLA SAMSUNG A54 FINGER","Flex home","","","samsung|a54",""
"3774","TAPA DE IPHONE 16 PRO MAX ORIGINAL CON MAGSAFE DORADO","Tapas","Tapas","","tapas|iphone|original|16 pro max",""
"1375","GLASS + OCA SAMSUNG A20S ","Glass","Glass","","glass|samsung","Es glass/tactil/OCA, no modulo completo de pantalla."
"1378","CAMARA TRASERA SAMSUNG A03S","Camaras","Camaras","","camaras|samsung","Es camara completa del equipo, no visor/lente externo de camara."
"1383","BATERIA FOXCONN CAJA BLANCO IPHONE 8 PLUS ","Baterías","Baterias","","baterias|iphone|foxconn|8 plus",""
"1384","TAPA DE IPHONE 15 PRO MAX CON MAGSAFE BLANCO","Tapas","Tapas","","tapas|iphone|15 pro max",""
"3055","TAPA XIAOMI REDMI 13C AZUL","Tapas","Tapas","","tapas|xiaomi|redmi",""
"1387","ALTAVOZ XIAOMI REDMI NOTE10 4G","Parlante","Parlante","","parlante|xiaomi|redmi|note10 4g",""
"1389","BATERIA NO-POP-UP IPHONE 11","Baterías","Baterias","","baterias|iphone|11",""
"1390","DESTORNILLADOR GRIFFIN N12 0.6","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|0|6",""
"1396","VISOR DE CAMARA XIAOMI MI 8","Visor de Camara","Visor de Camara","","visor de camara|xiaomi|8|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1403","VISOR DE CAMARA MOTO E20","Visor de Camara","Visor de Camara","","visor de camara|moto|e20|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1406","CAMARA TRASERA SAMSUNG A30/A40","Camaras","Camaras","","camaras|samsung|a30|a40","Es camara completa del equipo, no visor/lente externo de camara."
"3789","TAPA XIAOMI REDMI NOTE 8 PRO GRIS","Tapas","Tapas","","tapas|xiaomi|redmi|note 8 pro",""
"1413","VISOR DE CAMARA SAMSUNG A50","Visor de Camara","Visor de Camara","","visor de camara|samsung|a50|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1414","SOPORTE P/ PLACA RELIFE RL-601LMINI","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos",""
"3741","FLEX POWER + HUELLA SAMSUNG A25/A15 ROSA","Sensor Huella","","","samsung|a25|a15",""
"1424","PORTA SIM SAMSUNG A51 NEGRO","Porta Sim","Porta Sim","","porta sim|samsung|a51",""
"1425","FLEX POWER IPHONE XR","Power Flex","","","iphone",""
"1426","FLEX FLASH IPHONE 15","Flash Flex","","","iphone|15",""
"3081","CAMARA TRASERA SUN IP 7 PLUS","Camaras","Camaras","","camaras|7 plus","Es camara completa del equipo, no visor/lente externo de camara."
"1428","VISOR DE CAMARA MOTO E22","Visor de Camara","Visor de Camara","","visor de camara|moto|e22|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1436","IC DE CARGA IPHONE 14 PRO TIGRIS ","Ic de Carga","","","iphone|14 pro",""
"1373","BRUCELA (PINZA)2UUL TI01 ","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos",""
"3695","BATERÍA VEZR A54/BA546ABY","Baterías","Baterias","","baterias|vezr|a54",""
"1374","DREMEL RELIFE RL-068B","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos",""
"3172","PORTA SIM IPHONE  X NEGRO","Porta Sim","Porta Sim","","porta sim|iphone",""
"1382","MODULO SVC SAMSUNG A23 / M33/ M23 SM","Modulos","Modulos","","modulos|samsung|a23|m33|m23",""
"3727","FLEX HUELLA SAMSUNG  A14 AZUL ","Sensor Huella","","","samsung|a14",""
"1385","SET DESTORNILLADOR RELIFE RL-724A","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos",""
"1388","HOLDER STENCIL PARA CPU YCS","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos",""
"3667","FLEX HOME BEST  NOTE 12 PRO DORADO","Flex home","","","best|note 12 pro",""
"3540","PLACA DE CARGA INFINIX NOTE 30 (4G)","Placa de Carga","Placa de Carga","","placa de carga|note 30",""
"1394","GLASS Z2 PLAY","Glass","Glass","","glass","Es glass/tactil/OCA, no modulo completo de pantalla."
"1397","ALTAVOZ MOTOROLA G14","Parlante","Parlante","","parlante|motorola|moto|g14",""
"1398","VISOR DE CAMARA XI 11T PRO","Visor de Camara","Visor de Camara","","visor de camara|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"3311","MODULO VEZR SAMSUNG A04 (A045) S/M","Modulos","Modulos","","modulos|samsung|vezr|a04|a045",""
"1399","GLASS + OCA XIAOMI REDMI 8","Glass","Glass","","glass|xiaomi|redmi|8","Es glass/tactil/OCA, no modulo completo de pantalla."
"1401","PLACA DE CARGA VEZR MOTO EDGE 30 NEO","Placa de Carga","Placa de Carga","","placa de carga|moto|vezr|edge 30 neo",""
"1404","PLACA DE CARGA MOTOROLA G9 POWER","Placa de Carga","Placa de Carga","","placa de carga|motorola|moto|g9 power",""
"1407","ESTACION DE SOLDAR INALAMBRICO SUGON 55G","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos|55g","Producto de herramientas e insumos para tecnico reparador."
"1409","FPC SAMSUNG S22 ","FPC","","","samsung|s22",""
"1415","MODULO VEZR XIAOMI NOTE 13 PRO 4G C/M","Modulos","Modulos","","modulos|xiaomi|vezr|note 13 pro",""
"1418","KIT BLINDAJES IPHONE 14","Blindajes","","","iphone|14",""
"1419","FLEX MAIN VEZR SAMSUNG A34 / A54","Main Flex","Main Flex","","main flex|samsung|vezr|a34|a54",""
"1427","TAPA BLANCA SAMSUNG A32 4G","Tapas","Tapas","","tapas|samsung|a32 4g",""
"3184","CAMARA FRONTAL IPHONE XR","Camaras","Camaras","","camaras|iphone","Es camara completa del equipo, no visor/lente externo de camara."
"1432","FLEX POWER SAMSUNG A04","Power Flex","","","samsung|a04",""
"3378","CAMARA TRASERA SAMSUNG A0","Camaras","Camaras","","camaras|samsung|a0","Es camara completa del equipo, no visor/lente externo de camara."
"1433","Iphone 16 pro max ","Celulares","","","iphone|16 pro max",""
"3335","MODULO SVC A54 C/M","Modulos","Modulos","","modulos|a54",""
"3169","SOCALO DE SIM IPH 11","Socalo de Sim","Glass","","glass|11","Es glass/tactil/OCA, no modulo completo de pantalla."
"1367","CINTA DOBLE FAZ N 3M 0.50","Herramientas e insumos","","","0|50",""
"1369","PLACA DE CARGA VEZR MOTOROLA G14","Placa de Carga","Placa de Carga","","placa de carga|motorola|moto|vezr|g14",""
"1370","MODULO SAMSUNG GALAXY S8 INCELL C/M","Modulos","Modulos","","modulos|samsung|incell|s8",""
"1372","MODULO SUNLONG OLED IPHONE 13","Modulos","Modulos","","modulos|iphone|sunlong|oled|13",""
"1376","PLACA DE CARGA VEZR MOTOROLA G50","Placa de Carga","Placa de Carga","","placa de carga|motorola|moto|vezr|g50",""
"3656","SENSOR HUELLA SAMSUNG A34","Sensor Huella","","","samsung|a34",""
"3681","PLACA DE CARGA SAMSUNG A04 MASTERFIX","Placa de Carga","Placa de Carga","","placa de carga|samsung|masterfix|a04",""
"1380","PLACA DE CARGA XIAOMI REDMI 10 5G TURBO ","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|turbo|10 5g",""
"3314","MODULO VEZR SAMSUNG A22 5G C/M","Modulos","Modulos","","modulos|samsung|vezr|a22 5g",""
"3415","SPEAKER SM A72","Speaker","Parlante","","parlante|a72",""
"1395","PLACA DE CARGA A50","Placa de Carga","Placa de Carga","","placa de carga|a50",""
"3341","MODULO LCD SPARK 7 (X658) S/M","Modulos","Modulos","","modulos|7",""
"3762","PAQUETE DE LAMINA P/ HIDROGEL ANTI ESPIA","","Glass","","glass",""
"1412","PAD MAGNETICO PARA REBALLING YCS SLD01","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos",""
"1420","GLASS SAMSUNG A40 BLACK","Glass","Glass","","glass|samsung|a40","Es glass/tactil/OCA, no modulo completo de pantalla."
"1422","FLEX SPEAKER SENSOR IPHONE XR","Speaker","Parlante","","parlante|iphone",""
"1423","BATERIA FOXCONN IPHONE 11 PRO","Baterías","Baterias","","baterias|iphone|foxconn|11 pro",""
"1429","MODULO VEZR IPHONE 7 PLUS BLANCO","Modulos","Modulos","","modulos|iphone|vezr|7 plus",""
"1437","BATERIA DIAGNOSTICO  IPHONE 15 PRO MAX ","Baterías","Baterias","","baterias|iphone|15 pro max",""
"3021","BATERIA ORIG CHINO SONY XPERIA M4 AQUA E2303 ","Baterías","Baterias","","baterias|m4",""
"1371","BATERIA VEZR MOTOROLA NG50 G71","Baterías","Baterias","","baterias|motorola|moto|vezr|g71",""
"1377","PORTA SIM IPHONE 11 VERDE","Porta Sim","Porta Sim","","porta sim|iphone|11",""
"1379","BATERIA ND50 VEZR","Baterías","Baterias","","baterias|vezr",""
"1381","VISOR DE CAMARA SAMSUNG S22 / S22 PLUS ","Visor de Camara","Visor de Camara","","visor de camara|samsung|s22|s22 plus|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"3658","FLEX HUELLA VEZR MOTO G7 NEGRO","Flex home","","","moto|vezr|g7",""
"1386","MODULO SUNLONG SAMSUNG A32 OLED","Modulos","Modulos","","modulos|samsung|sunlong|oled|a32",""
"3420"," FLEX MOTO E7 POWER","Power Flex","","","moto|e7 power",""
"1391","ALTAVOZ SAMSUNG A12 ","Parlante","Parlante","","parlante|samsung|a12",""
"1392","BOARD JCID  V1S TRUE TONE LCD 12/15","Herramientas e insumos","Modulos","","modulos|jcid|12|15",""
"1393","PLACA DE CARGA EDGE 20 PRO (TURBO)","Placa de Carga","Placa de Carga","","placa de carga|turbo|edge 20 pro",""
"1400","PLACA DE CARGA SPARE PARTS G8 PLAY GENERICO","Placa de Carga","Placa de Carga","","placa de carga|g8 play",""
"1402","VISOR DE CAMARA SAMSUNG A20S","Visor de Camara","Visor de Camara","","visor de camara|samsung|lente camara|vidrio camara","Es visor/lente/vidrio externo de camara. No es camara frontal ni camara trasera completa."
"1405","PLACA DE CARGA XIAOMI RM NOTE 13 5G TURBO ","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|turbo|note 13 5g",""
"1408","BATERIA NO-POP-UP IPHONE 12 PRO","Baterías","Baterias","","baterias|iphone|12 pro",""
"1410","MODULO SUNLONG IPHONE 12/12 PRO OLED","Modulos","Modulos","","modulos|iphone|sunlong|oled|12|12 pro",""
"1411","ESPATULA DE APERTURA RELIFE RL-050 ","Herramientas e insumos","Herramientas e insumos","","herramientas e insumos|050",""
"1416","PLACA DE CARGA BEST MOTO G10 POWER","Placa de Carga","Placa de Carga","","placa de carga|moto|best|g10 power",""
"3321","MODULO VEZR SAMSUNG A14 C/M","Modulos","Modulos","","modulos|samsung|vezr|a14",""
"1417","ALTAVOZ SAMSUNG A02S","Parlante","Parlante","","parlante|samsung",""
"3146","FLEX POWER VEZR IPHONE 15 PRO","Power Flex","","","iphone|vezr|15 pro",""
"1421","PORTA SIM Y PORTA SSD SAMSUNG  J600 DORADO0","Porta Sim","Porta Sim","","porta sim|samsung|j600",""
"1430","VIDRIO OCA IPHONE 8 PLUS","Glass","Glass","","glass|iphone|8 plus","Es glass/tactil/OCA, no modulo completo de pantalla."
"1431","MULTICARGADOR MEGA-IDEA B640 ","Herramientas e insumos","Accesorios","","accesorios",""
"1434","MODULO OLED MOTO E20 S/M ","Modulos","Modulos","","modulos|moto|oled|e20",""
"1435","CAMARA FRONTAL SAMSUNG A24","Camaras","Camaras","","camaras|samsung|a24","Es camara completa del equipo, no visor/lente externo de camara."
"1441","FLEX POWER ZTE BLADE A3 LITE ","Power Flex","","","zte|a3 lite",""
"1448","PLACA DE CARGA XIAOMI REDMI 12 5G TURBO","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|turbo|12 5g",""
"1450","TAPAS MOTOROLA G72 NEGRO","Tapas","Tapas","","tapas|motorola|moto|g72",""
"1452","PORTA SIM IPHONE 11 ROJO","Porta Sim","Porta Sim","","porta sim|iphone|11",""
"1454","BATERIA FOXCONN IPHONE 11","Baterías","Baterias","","baterias|iphone|foxconn|11",""
"1458","MODULO VEZR SAMSUNG A11 S/M","Modulos","Modulos","","modulos|samsung|vezr|a11",""
"3651","FLEX HUELLA A20 NEGRO","Sensor Huella","","","a20",""
"1463","MODULO LCD HUAWEI P SMART 2019 S/M","Modulos","Modulos","","modulos|huawei",""
"1464","PORTA SIM SAMSUNG A04S VERDE","Porta Sim","Porta Sim","","porta sim|samsung",""
"3399","CAMARA DELANTERA SM J710","Camaras","Camaras","","camaras|j710","Es camara completa del equipo, no visor/lente externo de camara."
"3159","ANTENA WIFI IPH 8 PLUS","Antenas","","","8 plus",""
"1477","BATERIA MECHANIC SAMSUNG A25 / EB-BA256BS","Baterías","Baterias","","baterias|samsung|mechanic|a25",""
"3731","FLEX POWER + HUELLA SAMSUNG A25 BLANCO","Power Flex","","","samsung|a25",""
"1480","KIT BLINDAJES IPHONE 16 PRO ","Blindajes","","","iphone|16 pro",""
"1484","FLEX HUELLA SAMSUNG A06  GRIS","Flex home","","","samsung|a06",""
"3054","TAPAS SAMSUNG A04S VERDE","Tapas","Tapas","","tapas|samsung",""
"1487","MODULO SAMSUNG GALAXY S8 PLUS INCELL C/M","Modulos","Modulos","","modulos|samsung|incell|s8 plus",""
"3761","PAQUETE DE LAMINA P/ HIDROGEL GRIFFIN MATE ","","Glass","","glass",""
"1488","TAPAS SAMSUNG A22 4G NEGRO","Tapas","Tapas","","tapas|samsung|a22 4g",""
"3528","PLACA DE CARGA XIAOMI REDMI NOTE 7 (AAA)","Placa de Carga","Placa de Carga","","placa de carga|xiaomi|redmi|aaa|note 7",""
"3280","MODULO OLED MOTO G4 PLUS BLANCO C/M","Modulos","Modulos","","modulos|moto|oled|g4 plus",""
"1494","PLACA DE CARGA SAMSUNG A50(AAA)","Placa de Carga","Placa de Carga","","placa de carga|samsung|aaa|a50",""
"1495","CAMARA FRONTAL SAMSUNG A31","Camaras","Camaras","","camaras|samsung|a31","Es camara completa del equipo, no visor/lente externo de camara."
"3777","BATERIA MECHANIC SAMSUNG S22 / EB-BS901ABY","Baterías","Baterias","","baterias|samsung|mechanic|s22",""
"3712","CHASIS IPHONE 13 PRO DORADO","Chasis","Chasis","","chasis|iphone|13 pro",""
"1498","TAPA DE IPHONE 16 NEGRO CON MAGSAFE","Tapas","Tapas","","tapas|iphone|16",""
"1447","FLEX POWER ZTE BLADE A53 PLUS ","Power Flex","","","zte|a53 plus",""
"3792","POWER FLEX REDMI NOTE 7 / 8 ","Power Flex","","","redmi|note 7|8",""
"1455","KIT DE BLINDAJES IPHONE 14 PRO MAX","Blindajes","","","iphone|14 pro max",""
"1456","KIT DESTORNILLADORES KAISI K-3022A","Herramientas e insumos","Herramientas e insumos","HERRAMIENTAS VARIAS","herramientas e insumos",""
